Iteration,Rw
1,0.1272617930562646
2,0.12726155424532187
3,0.12726154767294634
4,0.1272613633952055
5,0.1272613633961654
6,0.1272613631340577
7,0.12724295849146966
8,0.12723851218386503
9,0.12723631666764407
10,0.1272340658803942
11,0.12722760582941392
12,0.12722533056216342
13,0.12722528347388604
14,0.12722527707738865
15,0.12722526139101664
16,0.12722519544097557
17,0.12722501556901963
18,0.12722475944929604
19,0.12722471036719132
20,0.12722469133343484
21,0.12722468069707532
22,0.12722462800175813
23,0.12722455733567548
24,0.12722437516169566
25,0.12722430478383615
26,0.12722430391148631
27,0.1271270445436203
28,0.12711276616541367
29,0.1270920099051525
