Iteration,Rw
1,0.1469141782503704
2,0.1468873078809886
3,0.14688722547579844
4,0.14688722525718848
5,0.1468529778893687
6,0.1468529646522223
7,0.1468529646321454
8,0.14685296462342096
9,0.14682395890757072
10,0.1468211029538627
11,0.14681642940798575
12,0.1468147752162166
13,0.14681475244570152
14,0.14681475236930766
15,0.14679879783382063
16,0.14679844773674158
17,0.14679619381094144
18,0.1467951383257803
19,0.14679440523142132
20,0.146793862791909
21,0.1467933595795143
22,0.14679138906246525
23,0.1467893926782916
24,0.14678646045668026
25,0.14678533634341903
26,0.14678495281830328
27,0.14678481031079393
28,0.14678470331781307
29,0.14678455728392326
30,0.1467844345709433
31,0.1467843649875103
32,0.14678435496183728
33,0.14678435269098386
34,0.1467541949041126
35,0.14674285519204547
36,0.14673338375053613
37,0.14672197056494918
38,0.14668986193112973
39,0.1465419510758401
40,0.14652551023937707
41,0.14651023651908143
42,0.14649619531845573
43,0.1464546775130371
