Iteration,Rw
1,0.14644582544206278
2,0.1464440888722274
3,0.1464440887574933
4,0.14644408779533902
5,0.14644408776862733
6,0.1464398127369512
7,0.14643813910923628
8,0.146437888096228
9,0.14643788503739344
10,0.14643680565099026
11,0.14643609814242656
12,0.1464358199901183
13,0.14643496586643387
14,0.14643449061309763
15,0.146434310203453
16,0.1464342949744551
17,0.1464342406481806
18,0.14643388481846464
19,0.14643292278527426
20,0.1464328626159291
21,0.14643286033826644
22,0.1464175431862437
23,0.14627701352958097
