Iteration,Rw
1,0.13926950118455683
2,0.13926926556716696
3,0.13926926555836308
4,0.13926753508429845
5,0.139267534448209
6,0.1392675342514068
7,0.13926187882740224
8,0.1392521162533158
9,0.1392508801591997
10,0.13924962014651915
11,0.13924886228478076
12,0.1392487724308464
13,0.13924873892027254
14,0.13924873403938023
15,0.13924800022642186
16,0.13924762497381526
17,0.13924761109510048
18,0.13924758503245144
19,0.139247551334575
20,0.1392473497631775
21,0.13924716976009263
22,0.13924700646532362
23,0.13924660921834822
24,0.13924650811912628
25,0.13924647013008162
26,0.1392464565124027
27,0.13924645529352986
28,0.13924598477720282
29,0.13924455528084487
30,0.13924257365435502
31,0.13924095361776603
