Iteration,Rw
1,0.13856496710289676
2,0.1385649082864868
3,0.13856490683473988
4,0.13749181451561776
5,0.13749175814378767
6,0.13749175811538272
7,0.13749175811530392
8,0.137491755914439
9,0.13748545574220217
10,0.1374774478440526
11,0.13747555655304547
12,0.13747042668186926
13,0.13745725127098862
14,0.13743355481643324
15,0.13740634112718955
16,0.1373985084988293
17,0.13739714975779105
18,0.13739696809513013
19,0.13739692350567814
20,0.13739623164239317
21,0.1373923127714886
22,0.1373880788575824
23,0.1373847322962206
24,0.13738369790779675
25,0.13738359340159814
26,0.13738358320581004
27,0.13738356622640854
28,0.13738351812257238
29,0.13738341723096173
30,0.13738209626443723
31,0.13738094685581623
32,0.13737910860953287
33,0.1373779632635785
34,0.13737725389004382
35,0.13737705555565993
36,0.13737701668583924
37,0.13737690655189805
38,0.13737670813022504
39,0.13737534197500278
40,0.13737163033678015
41,0.1373659327082486
42,0.1373630638933445
43,0.13735908711716727
44,0.1373581842914389
45,0.13735802014126017
46,0.1373579862282201
47,0.13735796405255837
48,0.13735795250737093
49,0.13735793989041434
50,0.13735792897224705
51,0.1373579251950596
52,0.13735463153563934
53,0.1373546104461923
54,0.13735460802812363
55,0.1373546005279592
