Iteration,Rw
1,0.186795903520048
2,0.18679534153331148
3,0.18679532103184157
4,0.18679532099157112
5,0.18679531928377313
6,0.1867953191515849
7,0.1867934535124436
8,0.1867932743324961
9,0.18679298085146478
10,0.18679233952742821
11,0.186790939392146
12,0.18678898323593243
13,0.18678766973296881
14,0.18678766966237784
15,0.1867876309294156
16,0.18678751676886787
17,0.18678748916918214
18,0.1867874386846731
19,0.18678739692921126
20,0.18678738149374818
21,0.18678736009387142
22,0.18678735719696152
23,0.18677367805834885
24,0.18677340364429004
