Iteration,Rw
1,0.14697034315742816
2,0.14696460016059196
3,0.14696455110120926
4,0.14696454903396736
5,0.146960807700132
6,0.1469607683505169
7,0.14696076706690714
8,0.14696076705055944
9,0.14696054105795403
10,0.14695927291715677
11,0.14695296942479036
12,0.14695077101287074
13,0.14695057956799867
14,0.14695057191589792
15,0.1469505719015434
16,0.1469488552146612
17,0.14694873876246436
18,0.1469486068381479
19,0.1469484236095169
20,0.14694839497276538
21,0.14694827873657854
22,0.14694822596022952
23,0.14694820730166774
24,0.14694819904675124
25,0.14694819826674574
26,0.14743502748437565
27,0.1470012752640903
