Iteration,Rw
1,0.13211537770278808
2,0.13211070782037546
3,0.1321107042197276
4,0.13211070420582752
5,0.1320906244428416
6,0.13209039500601177
7,0.1320899477251238
8,0.13208994302113594
9,0.13208994089658896
10,0.1320833001000332
11,0.13208105827624086
12,0.13208046407603255
13,0.13208026512782156
14,0.13207986701270977
15,0.13207914832795817
16,0.1320787964876956
17,0.13207779216581617
18,0.1320770071530102
19,0.13207495088850493
20,0.1320746884962817
21,0.13207454505730568
22,0.13207434980632474
23,0.13207391916296946
24,0.13207357842813264
25,0.1320731248184742
26,0.13207308723944727
27,0.13207308229030512
28,0.13207308228944545
29,0.13223869358752924
30,0.1321046286722302
