Iteration,Rw
1,0.10827992906998701
2,0.10827801224581413
3,0.10827800970298106
4,0.10795295340474953
5,0.10795285012886797
6,0.1079528501265364
7,0.10788166645583563
8,0.10787725886931238
9,0.10787543561870883
10,0.10787516632597721
11,0.10787515903914775
12,0.10787400476734979
13,0.10787279368699501
14,0.10786728521338523
15,0.1078561015209092
16,0.10784289631948038
17,0.10783492942942623
18,0.10783428657202482
19,0.1078342504717673
20,0.1078342396991274
21,0.10783420671741793
22,0.10783415384827297
23,0.10783374314118468
24,0.10783309558450142
25,0.10783158516733071
26,0.10783098913594762
27,0.10782995720219427
28,0.10782971609154604
29,0.10782968072303785
30,0.10782967943456488
31,0.10782283286604923
32,0.10757863738948553
33,0.10640941880578135
34,0.10584259584959228
35,0.10581004330399933
36,0.10580506659348213
37,0.10580121661606973
38,0.10578858614754663
