Iteration,Rw
1,0.36176169584187146
2,0.361761682744067
3,0.16917450663764963
4,0.16916404846365726
5,0.16916404840976507
6,0.16916398928036366
7,0.16856052253491216
8,0.1679173198268649
9,0.1672399693315535
10,0.16696780942392514
11,0.16694894400370072
12,0.16692960446954738
13,0.16692722871750654
14,0.16692722150580003
15,0.16692718497292278
16,0.16692707176283322
17,0.16692679288493636
18,0.1669260031520485
19,0.1669241518046239
20,0.16691893914435194
21,0.16690581320009706
22,0.16689124807697203
23,0.16688045690024836
24,0.16684760616109767
25,0.16684657947962175
26,0.16684573737919156
27,0.16684572719286328
28,0.1668456636514816
29,0.16684560245591912
30,0.16684555770754098
31,0.16684555664529835
32,0.1616289982096697
33,0.16153428825844643
34,0.16134557441623149
35,0.1599341668239057
36,0.15750578875656682
37,0.1536609256797905
38,0.15031237346585158
39,0.14959887055592624
40,0.14938988053824517
41,0.14936479245290338
42,0.14931993715172037
43,0.1490942417429434
44,0.14807881026372102
45,0.14621565076708737
46,0.14220231567673938
47,0.14178908465409093
48,0.13396374381418522
49,0.12942014282281686
50,0.1267756667164677
51,0.12656525361846885
52,0.1246855523017345
53,0.12215035228879305
54,0.11983361436521896
55,0.11831205704393312
56,0.1172904543104751
57,0.11692260660945515
58,0.11638378148867344
59,0.11605327766259219
60,0.11584030649649912
61,0.11562855893952118
62,0.11559948057930769
63,0.115482219729847
64,0.11538220085849894
65,0.1153344058847827
66,0.11531021269286755
67,0.11528193142762842
68,0.1152673188907449
69,0.1152649800324129
70,0.1152563447833567
71,0.1152546551706726
72,0.11525234972615082
73,0.11525047177327614
74,0.11525042912858052
75,0.11525042828237853
76,0.11236585345165497
77,0.11236431758198236
78,0.11231613379489415
79,0.11231444640632647
80,0.11231370163753314
81,0.11231187639090513
82,0.11231186916947315
83,0.11231184259800697
84,0.11231183803842675
