Iteration,Rw
1,0.1482014328463315
2,0.14820133507732894
3,0.14820132686167325
4,0.14820125853857039
5,0.14820125853870508
6,0.1482012585332547
7,0.14820122061563873
8,0.14820121662549726
9,0.14820105834716743
10,0.14820031099038405
11,0.14820005865104738
12,0.1481999912105629
13,0.148199914601451
14,0.14819984460084623
15,0.1481997913710312
16,0.14819976554514727
17,0.14819975498057106
18,0.1481997390825711
19,0.14819965059406034
20,0.14819954234133423
21,0.14819946834700332
22,0.14819946477650445
23,0.14818012778527234
24,0.14817665401505223
25,0.14817176645081503
26,0.1481683631757749
27,0.148166410233545
28,0.1481637395238979
29,0.1481525033061836
30,0.14813591395348905
31,0.14812349576091835
