Iteration,Rw
1,0.14855479958083598
2,0.1485530682418474
3,0.14855286644762228
4,0.14855286594086944
5,0.14852151030053393
6,0.14852150186522592
7,0.14851482004146077
8,0.1485002577719153
9,0.14849484974618868
10,0.14849319797469016
11,0.1484839189451371
12,0.1484739045282725
13,0.1484570645326587
14,0.148454975828248
15,0.14845481807966468
16,0.14845481233644903
17,0.14844934912758065
18,0.14843692555264626
19,0.14843645894172272
20,0.14843565717805127
21,0.14843487619060577
22,0.14843360629650507
23,0.1484333369331618
24,0.14843160614776585
25,0.14843057310966998
26,0.14842856375031976
27,0.14842708279931638
28,0.1484259008719333
29,0.1484255394213748
30,0.14842518604233956
31,0.14842485022549046
32,0.14842453301050698
33,0.14842447473680045
34,0.1484244681909554
35,0.14836802254989148
36,0.14835062795041756
37,0.14833508185434918
38,0.14831450240146074
39,0.14830689204784372
40,0.1483023486220259
41,0.14829619857869872
42,0.14828228897665277
43,0.14825368041067574
44,0.1482340581717741
45,0.14821505885961325
