Iteration,Rw
1,0.13688620343105545
2,0.1368825581265323
3,0.13682451204253585
4,0.13682448604209618
5,0.13682448601809943
6,0.13682419142663663
7,0.1368236465093789
8,0.13682152102735173
9,0.1367402847473216
10,0.13674027787862555
11,0.13673085893212594
12,0.13672830264223562
13,0.1367250353338861
14,0.1367193856972301
15,0.13671296036582273
16,0.13670807536930943
17,0.13670405568657626
18,0.13669224066897073
19,0.1366753979023371
20,0.13664519632889852
21,0.13661918796087755
22,0.1366131409428937
23,0.1366126489659574
24,0.13661262661904633
25,0.13661260860706698
26,0.13661253871550422
27,0.13661242387558284
28,0.1366123853559351
29,0.13661235053377824
30,0.136612341834312
31,0.13661233373148646
32,0.13661107733178254
33,0.13606746233986172
34,0.13602836832755424
