Iteration,Rw
1,0.13887821776915574
2,0.13884618251363906
3,0.13884605639325345
4,0.1388460562239513
5,0.13884605622468066
6,0.13785899274856409
7,0.1378049571116768
8,0.13780344947389978
9,0.13779399114182947
10,0.1377879121104948
11,0.13777422375607537
12,0.13777417846345652
13,0.13777416219557165
14,0.137774146681168
15,0.1377741196935442
16,0.13777406191772593
17,0.1377740044035982
18,0.13777399922408065
19,0.1377444063172656
20,0.13774119598024437
21,0.13773799803893744
22,0.13773066939785253
23,0.1377267572923219
24,0.13772549015109198
25,0.13772512995916766
26,0.13772444015502464
27,0.13772366430069932
28,0.13772209402946928
29,0.13772143720690794
30,0.13772111090088604
31,0.13772104785064346
32,0.13772098401325777
33,0.1377207637014289
34,0.13772040409962497
35,0.13772023840582215
36,0.1377199318433316
37,0.1377198951608809
38,0.1377198923631969
39,0.13769215499129128
40,0.1376871930242368
41,0.13768787354277912
42,0.1376997170030967
43,0.1377175285716977
44,0.13772357414109032
45,0.13771225305512008
46,0.13767613311734905
47,0.137662324433444
